PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Ioriatti, Matteo; Dumbser, Michael								Semi-implicit staggered discontinuous Galerkin schemes for axially symmetric viscous compressible flows in elastic tubes								COMPUTERS & FLUIDS				167				166	179		10.1016/j.compfluid.2018.02.019					MAY 15 2018	2018										1	0	0	0	0	1			0045-7930	1879-0747		WOS:000432769500013		
J	Cho, Hansohl; Bronkhorst, Curt A.; Mourad, Hashem M.; Mayeur, Jason R.; Luscher, D. J.								Anomalous plasticity of body-centered-cubic crystals with non-Schmid effect								INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES				139				138	149		10.1016/j.ijsolstr.2018.01.029					MAY 15 2018	2018										0	0	0	0	0	0			0020-7683	1879-2146		WOS:000432100900012		
J	Kobayashi, Takayuki; Kubo, Takayuki; Nakamura, Kenji								On a local energy decay estimate of solutions to the hyperbolic type Stokes equations								JOURNAL OF DIFFERENTIAL EQUATIONS				264	10			6061	6081		10.1016/j.jde.2018.01.0290022					MAY 15 2018	2018										0	0	0	0	0	0			0022-0396	1090-2732		WOS:000428012100002		
J	Stephanou, Pavlos S.; Kroeger, Martin				Kroger, Martin/C-1946-2008	Kroger, Martin/0000-0003-1402-6714			From intermediate anisotropic to isotropic friction at large strain rates to account for viscosity thickening in polymer solutions								JOURNAL OF CHEMICAL PHYSICS				148	18					184903	10.1063/1.5019337					MAY 14 2018	2018										0	0	0	0	0	0			0021-9606	1089-7690		WOS:000432330300033	29764144	
J	Nadler, B.; Guillard, F.; Einav, I								Kinematic Model of Transient Shape-Induced Anisotropy in Dense Granular Flow								PHYSICAL REVIEW LETTERS				120	19					198003	10.1103/PhysRevLett.120.198003					MAY 11 2018	2018										0	0	0	0	0	0			0031-9007	1079-7114		WOS:000432991900018	29799231	
P	HE Y; DAN Y; LIU W; ZHENG W; ZHANG X; ZHENG C; WANG X; CHEN S; YAO Y; ZHU Y; LI F; ZHOU L; FANG J; YU D; TANG R								Support tensor based neutral point grounding way decision method, involves realizing support tensor machine kernel function, and determining optimization function to perform optimal neutral point grounding process					CN108022002-A	ZHEJIANG HUAYUN ELECTRIC POWER ENG DES; STATE GRID ZHEJIANG ELECTRIC POWER CO; NINGBO POWER SUPPLY COMPANY STATE GRID; ECONOMIC TECHNOLOGY INST STATE GRID ZHEJ																																		0						DIIDW:201839295F		
J	Link, Julia M.; Narozhny, Boris N.; Kiselev, Egor, I; Schmalian, Joerg								Out-of-Bounds Hydrodynamics in Anisotropic Dirac Fluids								PHYSICAL REVIEW LETTERS				120	19					196801	10.1103/PhysRevLett.120.196801					MAY 10 2018	2018										0	0	0	0	0	0			0031-9007	1079-7114		WOS:000432989600009	29799225	
J	Tung, S.; Masterlark, T.; Dovovan, T.								Transient poroelastic stress coupling between the 2015 M7.8 Gorkha, Nepal earthquake and its M7.3 aftershock								TECTONOPHYSICS				733		SI		119	131		10.1016/j.tecto.2018.02.003					MAY 9 2018	2018										1	0	0	0	0	1			0040-1951	1879-3266		WOS:000432640200009		
P	LI P; ZHAO F; LI Y; ZHU Z; LIU T								Man-machine interaction method of forest ecologic environment based on natural language processing involves constructing three-dimensional tensor knowledge graph, and representing graph in forest ecological system					CN108009285-A	UNIV CHONGQING POSTS & TELECOM																																		0						DIIDW:201837380U		
P	CHEN Z; GAO J; ZHANG Q; LI P; SUN M								Increment update deep convolutional computation model, has model free-network explored by design parameter updating algorithm, and tensor convolutional layer, network sampling layer and full-connection layer whose parameter are updated					CN108009635-A	UNIV DALIAN TECHNOLOGY																																		0						DIIDW:201837360Q		
P	ZHAO J; YANG Q; LU H; QIN M								Method for extracting embedding features of shop under take-out scenario, involves establishing skip-gram model, training tensor flow frame, and extracting embedding feature vector of shop by utilizing trained tensor flow frame					CN108009847-A	UNIV XIDIAN																																		0						DIIDW:201837376U		
J	Dai, Z Y; Chen, F; Yao, L Z; Dong, C S; Shi, H C; Pan, P L; Liu, Y; Zhang, Z P								[The combined application of magnetic resonance DTI and 3D-pcASL in differential diagnosis of hyper-acute and acute ischemic cerebral infarction].								Zhonghua yi xue za zhi				98	17			1327	1332		10.3760/cma.j.issn.0376-2491.2018.17.009					2018-May-08	2018										0	0	0	0	0	0			0376-2491			MEDLINE:29764033	29764033	
P	LONG M; WANG J; WANG Y; HUANG X								Method for predicting spatial-temporal big data involves inputting tensor sequence data composed of observations into positive and negative convolution neural network model for training and trained network model is obtained					CN107992938-A	UNIV TSINGHUA																																		0						DIIDW:201838641N		
J	Moore, Alexander P.; Brown, Justin L.; Lim, Hojun; Lane, J. Matthew D.								Verification of experimental dynamic strength methods with atomistic ramp-release simulations								PHYSICAL REVIEW MATERIALS				2	5					053601	10.1103/PhysRevMaterials.2.053601					MAY 4 2018	2018										0	0	0	0	0	0			2475-9953			WOS:000432995600001		
P	HU Z; ZHANG X; TIAN L; LIU T; CAO J; LIU C								Artificial intelligence based ECG heart beat automatic identifying and classifying method, involves inputting four-dimensional tensor data to trained LepuEcgCatNet beat classification model for obtaining heart beat analysis data					CN107981858-A	LEPU MEDICAL TECHNOLOGY BEIJING CO LTD																																		0						DIIDW:2018367286		
J	Kwon, O-Kab; Jang, Dongmin; Kim, Yoonbai; Tolla, D. D.								Gravity from entanglement and RG flow in a top-down approach								JOURNAL OF HIGH ENERGY PHYSICS					5					009	10.1007/JHEP05(2018)009					MAY 3 2018	2018										0	0	0	0	0	0			1029-8479			WOS:000432046400002		
J	Wu, Qiang; Zhu, Tao; Wang, Anzhong								Primordial spectra of slow-roll Inflation at second-order with the Gauss-Bonnet correction								PHYSICAL REVIEW D				97	10					103502	10.1103/PhysRevD.97.103502					MAY 2 2018	2018										0	0	0	0	0	0			2470-0010	2470-0029		WOS:000432964600002		
J	Nasu, Nasrin Jahan; Mahbub, Md Abdullah Al; Hussain, Shahid; Zheng, Haibiao								Two-Level Finite Element Approximation for Oseen Viscoelastic Fluid Flow								MATHEMATICS				6	5					71	10.3390/math6050071					MAY 2018	2018										0	0	0	0	0	0			2227-7390			WOS:000435195000007		
J	Perrone, D.; Passot, T.; Laveder, D.; Valentini, F.; Sulem, P. L.; Zouganelis, I.; Veltri, P.; Servidio, S.					Veltri, Pierluigi/0000-0002-7412-1660; Servidio, Sergio/0000-0001-8184-2151			Fluid simulations of plasma turbulence at ion scales: Comparison with Vlasov-Maxwell simulations								PHYSICS OF PLASMAS				25	5					052302	10.1063/1.5026656					MAY 2018	2018										0	0	0	0	0	0			1070-664X	1089-7674		WOS:000433961800028		
J	Nawab, A.; di Mare, L.								Re-tau scaling of POD modes in plane channel flow								PHYSICS OF FLUIDS				30	5					055109	10.1063/1.5024603					MAY 2018	2018										0	0	0	0	0	0			1070-6631	1089-7666		WOS:000433958400035		
J	Rezaeiravesh, S.; Liefvendahl, M.								Effect of grid resolution on large eddy simulation of wall-bounded turbulence								PHYSICS OF FLUIDS				30	5					055106	10.1063/1.5025131					MAY 2018	2018										0	0	0	0	0	0			1070-6631	1089-7666		WOS:000433958400032		
J	Jiang, Weifeng; Li, Kaitai								HELICAL SYMMETRIC SOLUTION OF 3D NAVIER-STOKES EQUATIONS ARISING FROM GEOMETRIC SHAPE OF THE BOUNDARY								ACTA MATHEMATICA SCIENTIA				38	3			1057	1104							MAY 2018	2018										0	0	0	0	0	0			0252-9602	1572-9087		WOS:000433270800022		
J	Alkan, S.; Ojha, A.; Sehitoglu, H.								The complexity of non-Schmid behavior in the CuZnAl shape memory alloy								JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS				114				238	257		10.1016/j.jmps.2018.02.017					MAY 2018	2018										1	0	0	0	0	1			0022-5096	1873-4782		WOS:000433264900015		
J	Li, Yao; Yang, Yunming; Yu, Hai-Sui; Roberts, Gethin								Principal Stress Rotation under Bidirectional Simple Shear Loadings								KSCE JOURNAL OF CIVIL ENGINEERING				22	5			1651	1660		10.1007/s12205-017-0822-4					MAY 2018	2018										2	0	0	0	0	2			1226-7988	1976-3808		WOS:000431052600013		
J	Nikolinakou, Maria A.; Heidari, Mahdi; Flemings, Peter B.; Hudec, Michael R.								Geomechanical modeling of pore pressure in evolving salt systems								MARINE AND PETROLEUM GEOLOGY				93				272	286		10.1016/j.marpetgeo.2018.03.013					MAY 2018	2018										0	0	0	0	0	0			0264-8172	1873-4073		WOS:000432640700017		
J	Wang Jian; Zhang GuangWei; Li ChunFeng; Liang ShanShan								Correlating seismicity to Curie-point depths in the eastern margin of the Tibetan Plateau								CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION				61	5			1840	1852		10.6038/cjg2018M0130					MAY 2018	2018										1	0	0	0	0	1			0001-5733			WOS:000432644000015		
J	Feldbrugge, Job; van de Weygaert, Rien; Hidding, Johan; Feldbrugge, Joost								Caustic Skeleton & Cosmic Web								JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS					5					027	10.1088/1475-7516/2018/05/027					MAY 2018	2018										0	0	0	0	0	0			1475-7516			WOS:000431788400009		
J	Haghi, A. H.; Chalaturnyk, R.; Ghobadi, H.								The state of stress in SW Iran and implications for hydraulic fracturing of a naturally fractured carbonate reservoir								INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES				105				28	43		10.1016/j.ijrmms.2018.03.002					MAY 2018	2018										0	0	0	0	0	0			1365-1609	1873-4545		WOS:000432454200004		
J	Harley, C.; Momoniat, E.; Rajagopal, K. R.					Harley, Charis/0000-0001-6935-5131			Reversal of flow of a non-Newtonian fluid in an expanding channel								INTERNATIONAL JOURNAL OF NON-LINEAR MECHANICS				101				44	55		10.1016/j.ijnonlinmec.2018.02.006					MAY 2018	2018										0	0	0	0	0	0			0020-7462	1878-5638		WOS:000431747900006		
J	Cui, Jie; Jiang, Quan; Feng, Xiating; Li, Shaojun; Liu, Junfeng; Chen, Wenfu; Zhang, Jiancong; Pei, Shufeng								Insights into statistical structural characteristics and deformation properties of columnar jointed basalts: field investigation in the Baihetan Dam base, China								BULLETIN OF ENGINEERING GEOLOGY AND THE ENVIRONMENT				77	2			775	790		10.1007/s10064-017-1029-0					MAY 2018	2018										0	0	0	0	0	0			1435-9529	1435-9537		WOS:000431300600025		
J	Wang, Zhechao; Li, Wei; Bi, Liping; Qiao, Liping; Liu, Richeng; Liu, Jie					Wang, Zhechao/0000-0002-4082-0199			Estimation of the REV Size and Equivalent Permeability Coefficient of Fractured Rock Masses with an Emphasis on Comparing the Radial and Unidirectional Flow Configurations								ROCK MECHANICS AND ROCK ENGINEERING				51	5			1457	1471		10.1007/s00603-018-1422-4					MAY 2018	2018										0	0	0	0	0	0			0723-2632	1434-453X		WOS:000431174000010		
J	Sommer, Drew E.; Favaloro, Anthony J.; Pipes, R. Byron								Coupling anisotropic viscosity and fiber orientation in applications to squeeze flow								JOURNAL OF RHEOLOGY				62	3			669	679		10.1122/1.5013098					MAY 2018	2018										0	0	0	0	0	0			0148-6055			WOS:000431351700001		
J	Giusteri, Giulio G.; Seto, Ryohei				Giusteri, Giulio Giuseppe/K-3139-2015	Giusteri, Giulio Giuseppe/0000-0001-9001-9706			A theoretical framework for steady-state rheometry in generic flow conditions								JOURNAL OF RHEOLOGY				62	3			713	723		10.1122/1.4986840					MAY 2018	2018										0	0	0	0	0	0			0148-6055			WOS:000431351700004		
J	Costanzo, Salvatore; Ianniruberto, Giovanni; Marrucci, Giuseppe; Vlassopoulos, Dimitris								Measuring and assessing first and second normal stress differences of polymeric fluids with a modular cone-partitioned plate geometry								RHEOLOGICA ACTA				57	5			363	376		10.1007/s00397-018-1080-1					MAY 2018	2018										0	0	0	0	0	0			0035-4511	1435-1528		WOS:000431062000001		
J	MacArt, Jonathan F.; Grenga, Temistocle; Mueller, Michael E.					Grenga, Temistocle/0000-0002-9465-9505			Effects of combustion heat release on velocity and scalar statistics in turbulent premixed jet flames at low and high Karlovitz numbers								COMBUSTION AND FLAME				191				468	485		10.1016/j.combustflame.2018.01.022					MAY 2018	2018										1	0	0	0	0	1			0010-2180	1556-2921		WOS:000430527600040		
J	Laakso, Hanne; Wirth, Galina; Korpisalo, Petra; Yla-Herttuala, Elias; Michaeli, Shalom; Yla-Herttuala, Seppo; Liimatainen, Timo								T-2, T-1 and T-RAFF4 detect early regenerative changes in mouse ischemic skeletal muscle								NMR IN BIOMEDICINE				31	5					e3909	10.1002/nbm.3909					MAY 2018	2018										0	0	0	0	0	0			0952-3480	1099-1492		WOS:000430469500009	29570882	
J	Zhu, Yecheng; Fang, Yi; Chen, Qing								Complete bounded lambda-hypersurfaces in the weighted volume-preserving mean curvature flow								SCIENCE CHINA-MATHEMATICS				61	5			929	942		10.1007/s11425-016-9020-9					MAY 2018	2018										0	0	0	0	0	0			1674-7283	1869-1862		WOS:000430533200010		
J	Gui, Nan; Yang, Xingtuan; Tu, Jiyuan; Jiang, Shengyao					Gui, Nan/0000-0003-4731-3082			A fine LES-DEM coupled simulation of gas-large particle motion in spouted bed using a conservative virtual volume fraction method								POWDER TECHNOLOGY				330				174	189		10.1016/j.powtec.2018.02.012					MAY 1 2018	2018										0	0	0	0	0	0			0032-5910	1873-328X		WOS:000429891700019		
J	Li, Zheng-Wei; Feng, Xia-Ting; Zhang, Yan-Jun; Xu, Tian-Fu								Feasibility study of developing a geothermal heating system in naturally fractured formations: Reservoir hydraulic properties determination and heat production forecast								GEOTHERMICS				73		SI		1	15		10.1016/j.geothermics.2018.01.002					MAY 2018	2018										0	0	0	0	0	0			0375-6505	1879-3576		WOS:000428607700001		
J	Salgado, Roberto S.; Moraes, Guido R.; Issicaba, Diego					Issicaba, Diego/0000-0002-7937-8115			Determination of the bifurcation points of the power flow equations through optimisation-based methods								ELECTRIC POWER SYSTEMS RESEARCH				158				147	157		10.1016/j.epsr.2017.12.015					MAY 2018	2018										0	0	0	0	0	0			0378-7796	1873-2046		WOS:000428104700014		
J	Khan, Tapan K.								An Algorithm for Preclinical Diagnosis of Alzheimer's Disease								FRONTIERS IN NEUROSCIENCE				12						275	10.3389/fnins.2018.00275					APR 30 2018	2018										0	0	0	0	0	0			1662-453X			WOS:000431178700001	29760644	
J	Bay, Vibeke; Kjolby, Birgitte F.; Iversen, Nina K.; Mikkelsen, Irene K.; Ardalan, Maryam; Nyengaard, Jens R.; Jespersen, Sune N.; Drasbek, Kim R.; Ostergaard, Leif; Hansen, Brian				Ostergaard, Leif/A-9281-2008	Ostergaard, Leif/0000-0003-2930-6997; Norhoj Jespersen, Sune/0000-0003-3146-4329; Iversen, Nina Kerting/0000-0001-5800-6497			Stroke infarct volume estimation in fixed tissue: Comparison of diffusion kurtosis imaging to diffusion weighted imaging and histology in a rodent MCAO model								PLOS ONE				13	4					e0196161	10.1371/journal.pone.0196161					APR 26 2018	2018										0	0	0	0	0	0			1932-6203			WOS:000431007600042	29698450	
J	Nasouri, Babak; Elfring, Gwynn J.								Higher-order force moments of active particles								PHYSICAL REVIEW FLUIDS				3	4					044101	10.1103/PhysRevFluids.3.044101					APR 25 2018	2018										0	0	0	0	0	0			2469-990X			WOS:000430823400001		
J	Levitas, Valery I.								High pressure phase transformations revisited								JOURNAL OF PHYSICS-CONDENSED MATTER				30	16					163001	10.1088/1361-648X/aab4b0					APR 25 2018	2018										0	0	0	0	0	0			0953-8984	1361-648X		WOS:000428918000001	29512511	
P	LONG M; WANG J; GAO Z; WANG Y								High-dimensional sequence data predicting method, involves arranging memory unit on memory layer corresponding to memory time, and obtaining tensor data input sequence by using neural network model to form trained prediction loop					CN107958044-A	UNIV TSINGHUA																																		0						DIIDW:201834798V		
P	LONG M; WANG J; ZHANG Y; HUANG X								Combating migration cross-border big data analysis learning method, involves determining source field information and target field information of unmarked data set, and obtaining model parameter of depth neural network					CN107958287-A	UNIV TSINGHUA																																		0						DIIDW:201834763S		
P	YAO H; LIU H; ZHANG P								English sentence similarity calculation method, involves inputting three-dimensional tensor of sentence feature model to neural network model, and computing English sentence similarity according to cosine distance of vector group					CN107957993-A	UNIV BEIJING POSTS & TELECOM																																		0						DIIDW:2018347996		
J	Pitrou, Cyril								One-dimensional reduction of viscous jets. I. Theory								PHYSICAL REVIEW E				97	4					043115	10.1103/PhysRevE.97.043115					APR 24 2018	2018										1	0	0	0	0	1			2470-0045	2470-0053		WOS:000430677100009	29758657	
J	Hellinger, Petr; Verdini, Andrea; Landi, Simone; Franci, Luca; Matteini, Lorenzo				Hellinger, Petr/F-5267-2014	Hellinger, Petr/0000-0002-5608-0834; Matteini, Lorenzo/0000-0002-6276-7771; Franci, Luca/0000-0002-7419-0527			von Karman-Howarth Equation for Hall Magnetohydrodynamics: Hybrid Simulations								ASTROPHYSICAL JOURNAL LETTERS				857	2					L19	10.3847/2041-8213/aabc06					APR 20 2018	2018										0	0	0	0	0	0			2041-8205	2041-8213		WOS:000430632600004		
P	XU Z; LI G; YE J; CHEN D								Block tensor decomposition based depth neural network compressing method, involves replacing fully connected layer by block tensor layer, and training depth neural network by adopting propagation algorithm after replacing block tensor layer					CN107944556-A	UNIV ELECTRONIC SCI & TECHNOLOGY																																		0						DIIDW:201832566B		
